project_name,url,project_id,sdtc,mcpc,mcve,star_number,commit_count,files,lines,pull_requests,github_repo_creation,earliest_commit,most_recent_commit,committer_count,author_count,domainant_domain,dominant_domain_committer_commits,dominant_domain_author_commits,dominant_domain_committers,dominant_domain_authors,cik,fg500,sec10k,sec20f,owner_login,company_name,owner_company,license,names,TypeScript,JavaScript,CSS,Inno Setup,HTML,Shell,Batchfile,SCSS,PowerShell,Groovy,C++,Python,Makefile,Perl,Ruby,Objective-C++,Objective-C,Clojure,Handlebars,Less,PHP,Julia,Visual Basic .NET,C,Pug,Go,F#,Java,CoffeeScript,Rust,C#,Dockerfile,R,Roff,ShaderLab,Swift,Lua,HLSL,Hack,CMake,LLVM,Emacs Lisp,Vim script,DTrace,D,sed,Kotlin,Smarty,Mustache,Vim Snippet,Vue,NASL,Cuda,Assembly,Starlark,PureBasic,Metal,GLSL,Yacc,Standard ML,Scala,HiveQL,PLpgSQL,q,ANTLR,Jupyter Notebook,Thrift,ReScript,XSLT,OCaml,Liquid,HCL,SWIG,MATLAB,Awk,Rich Text Format,PostScript,VBScript,ActionScript,DIGITAL Command Language,Prolog,FreeMarker,Gherkin,Sass,NSIS,EJS,GDB,Puppet,SMT,AL,M4,OpenEdge ABL,GAP,Brainfuck,Erlang,Haml,TSQL,Stylus,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14
android-UniversalMusicPlayer,https://github.com/googlesamples/android-UniversalMusicPlayer,17380601,t,f,f,11383,302,,,59,2015-03-10 00:04:35,2014-11-20 11:08:20,2019-05-20 19:07:42,26,30,google.com,171,132,10,15,1652044.0,f,t,f,googlesamples,Alphabet Inc.,,Apache-2.0,[],,,,,,1529.0,,,,,,,,,,,,,,,,,,,,,,2338.0,,,,,,,,,,,,,,,,,,,198579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,13,0,6,2,9,5,2,0,0,6,0,0,4,7,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0
tfjs,https://github.com/tensorflow/tfjs,93204642,t,f,f,11367,465,1494.0,395143.0,164,2018-03-05 05:41:02,2018-03-27 18:30:11,2019-05-31 15:05:36,10,38,google.com,145,210,4,20,1652044.0,f,t,f,tensorflow,Alphabet Inc.,,Apache-2.0,"['deep-learning', 'typescript', 'webgl', 'javascript', 'machine-learning', 'neural-network', 'deep-neural-network', 'gpu-acceleration', 'wasm', 'web-assembly']",9571970.0,1079048.0,27051.0,,110593.0,75341.0,2165.0,,,,421463.0,469761.0,,,1977.0,,5247.0,,,,,,,1149.0,,,,4081.0,,,,1790.0,,,,,,,,,,,,,,,,,,,,,,,44983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,11,13,16,14,19,21,9,19,24,20,14,28,16,16,15,13,24,22,22,22,11,7,9,13,11,14,21,16,15,14,18,16,28,14,21,27,8,1,11,12,13,11,11,13,9,16,22,13,11,4
graphql,https://github.com/facebook/graphql,22015790,t,f,f,11162,944,,,214,2015-07-01 01:26:56,2015-07-06 14:48:02,2019-02-28 16:49:58,52,78,fb.com,343,345,5,6,,,,,facebook,,,,[],,,,,,3120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,5,3,5,0,2,1,0,1,0,0,1,0,5,0,5,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,1,0,2,0,0,0,1,0,0
realm-java,https://github.com/realm/realm-java,12143760,f,f,t,11095,16439,,,2242,2012-04-20 09:18:42,2012-04-20 07:18:42,2019-05-30 07:50:22,95,114,realm.io,51,777,6,7,,,,,Realm,,,NOASSERTION,"['java', 'android', 'database', 'mobile', 'realtime-database', 'mobile-database', 'nosql-database']",,8846.0,,,2368.0,26330.0,,,,19662.0,613769.0,4275.0,,,,,,,,,,,,,,,,5156813.0,,,,4716.0,,,,,,,,12206.0,,,,,,,1157295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,4,3,6,20,6,19,22,13,7,5,16,0,1,1,1,2,10,12,10,8,11,22,9,14,2,12,2,0,10,2,3,7,5,6,1,0,0,8,2,1,5,3,1,2,1,0,2,0
react-native-navigation,https://github.com/wix/react-native-navigation,33456486,t,f,f,10757,7149,1040.0,66900.0,1508,2016-03-11 11:22:54,2016-03-13 16:43:33,2019-05-31 08:05:52,106,349,wix.com,1265,1584,8,70,1576789.0,f,f,t,wix,Wix.com Ltd.,,MIT,"['react-native', 'navigation', 'navigator', 'react-native-navigation', 'hacktoberfest']",493955.0,125349.0,2070.0,,,739.0,,,,,,,,,1896.0,5880.0,1130291.0,,,,,,,,,,,787480.0,,,,,,,,,,,,,,,,,,,346253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,9,4,17,12,8,4,9,13,5,16,10,12,9,17,11,9,7,9,3,13,10,7,26,14,2,20,2,7,29,11,11,4,7,9,8,9,9,5,16,8,8,6,5,5,5,12,5,8,6,5
akka,https://github.com/akka/akka,10045,f,t,t,10719,35957,3409.0,764838.0,8123,2009-02-16 12:51:54,2009-02-16 12:53:10,2019-05-31 16:59:01,711,878,lightbend.com,74,136,7,7,,,,,akka,,,NOASSERTION,"['reactive', 'distributed-systems', 'concurrency', 'high-performance', 'akka', 'actor-model', 'distributed-actors', 'cloud-native', 'streaming', 'hacktoberfest']",,6643.0,,,166.0,33937.0,,,,,,,913.0,304.0,,,,,,,,,,,,,,11364278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16561917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,35,22,8,6,30,33,11,16,26,27,36,16,15,17,28,19,15,14,14,21,10,13,9,16,15,24,11,17,13,10,8,5,10,14,4,11,13,10,5,0,8,12,6,9,5,9,10,8,4,4,7
react-helmet,https://github.com/nfl/react-helmet,21420256,f,t,t,10708,487,23.0,23967.0,182,2015-06-18 00:07:34,2015-06-25 18:59:38,2019-05-02 16:00:14,39,64,nfl.com,199,202,4,17,,,,,nfl,,,MIT,"['react', 'helmet', 'side-effect']",,304362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,11,0,0,11,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blur-admin,https://github.com/akveo/blur-admin,34631704,f,t,f,10690,483,475.0,48650.0,60,2016-04-08 08:30:20,2015-09-09 08:38:46,2019-01-19 18:58:14,13,15,akveo.com,217,210,2,6,,,,,akveo,,,NOASSERTION,"['admin', 'admin-dashboard', 'admin-ui', 'admin-theme', 'admin-template', 'angularjs']",,259761.0,130609.0,,197076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api-guidelines,https://github.com/Microsoft/api-guidelines,41569804,f,t,t,10682,104,3.0,2519.0,75,2016-07-12 20:01:24,2016-07-19 17:02:18,2019-04-12 03:56:35,20,42,microsoft.com,36,34,4,28,789019.0,t,t,f,Microsoft,MICROSOFT CORPORATION,,,"['api', 'guidelines', 'rest-api', 'styleguide']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,7,4,2,3,6,0,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
zulip,https://github.com/zulip/zulip,26047131,t,f,f,10486,45105,4139.0,668070.0,7854,2015-09-25 16:37:25,2012-08-28 14:41:50,2019-05-31 22:24:56,513,701,zulipchat.com,26450,17718,9,570,,,,,zulip,,,Apache-2.0,"['zulip', 'python', 'python3', 'chat', 'javascript', 'collaboration', 'slack', 'foss', 'free', 'apache', 'react-native', 'electron']",154089.0,3299648.0,435859.0,,655681.0,136486.0,,,,,,8168636.0,,8594.0,8480.0,,,,238119.0,,,,,,,,,,,,,2941.0,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81264.0,,,,,,,,,,,200,105,136,158,198,134,146,216,170,157,130,229,234,292,201,169,170,231,158,124,116,93,87,122,40,64,91,70,68,88,114,101,60,43,22,13,39,21,25,28,13,15,19,49,57,52,127,89,244,96,113,71
twemoji,https://github.com/twitter/twemoji,13335031,t,t,t,10460,306,9347.0,1536182.0,92,2014-11-06 21:49:34,2014-11-06 21:32:19,2019-05-30 00:14:01,38,47,twitter.com,108,103,4,9,1418091.0,f,t,f,twitter,"TWITTER, INC.",,NOASSERTION,"['emoji', 'twemoji']",,84292.0,,,242656.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0
rancher,https://github.com/rancher/rancher,22041839,t,f,f,10410,5215,,,2559,2014-11-07 20:49:31,2015-03-18 18:35:17,2019-05-31 16:55:55,67,88,rancher.com,3895,3323,18,61,,,,,Rancher,,,Apache-2.0,"['rancher', 'docker', 'kubernetes', 'orchestration', 'cattle', 'containers']",,609.0,,,30306.0,77755.0,728.0,,40902.0,99573.0,,1699413.0,486.0,,,,,,,,,,,,,8095734.0,,,,,,14177.0,,,,,,,,,,,,,,,,,1047.0,,,,,,,,,,,,,,,,,,,,,,,30338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,37,29,22,22,11,12,5,23,28,20,16,26,23,19,14,13,12,41,28,52,30,36,30,23,53,43,49,49,14,25,37,19,19,9,21,7,18,14,12,11,3,12,15,8,12,17,30,16,13,11,10,3
infer,https://github.com/facebook/infer,21164391,t,f,f,10325,6419,3219.0,311396.0,169,2015-01-26 11:19:13,2015-06-09 13:20:36,2019-05-31 21:19:27,78,156,fb.com,2111,4691,28,42,,,,,facebook,,,MIT,"['static-analysis', 'static-code-analysis', 'code-quality', 'java', 'c', 'cpp', 'objective-c']",,,,,,47065.0,,,,,697830.0,3195.0,248429.0,17058.0,,35463.0,271423.0,,,,,,,279309.0,,,,1100659.0,,,,5616.0,,,,,,,,221.0,,,,,,,,,,,,,,458.0,3337.0,,,,,391955.0,,,,,,,,,,6797146.0,,,,,,,,,,,,,,,,,,,3042390.0,32735.0,25220.0,9897.0,,,,,,,48,32,23,96,36,57,59,46,21,20,17,75,57,12,24,42,15,10,25,19,60,24,33,42,27,44,14,15,25,11,86,63,40,63,33,2,71,29,18,0,0,10,42,8,24,47,34,21,50,24,30,7
ignite,https://github.com/infinitered/ignite,34413095,f,f,t,10237,2306,118.0,13611.0,522,2016-02-10 16:06:07,2016-04-03 22:12:58,2019-05-29 02:50:59,52,100,infinite.red,638,729,7,24,,,,,infinitered,,,MIT,"['cli', 'react-native', 'react-native-generator', 'boilerplate', 'generator', 'expo', 'mst']",155183.0,4255.0,,,,4548.0,,,,,,,,,866.0,,5226.0,,,,,,,,,,,6937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3843.0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,4,5,0,0,0,3,0,0,2,4,2
plotly.js,https://github.com/plotly/plotly.js,28904919,t,f,f,10232,13969,3540.0,2860412.0,1562,2015-11-05 23:27:17,2015-07-24 10:56:40,2019-05-31 23:00:40,105,123,plot.ly,9045,9982,7,18,,,,,plotly,,,MIT,"['data-visualization', 'd3', 'webgl', 'plotly', 'charting-library', 'charts', 'visualization', 'plotly-dash', 'regl', 'hacktoberfest']",,9154878.0,1184.0,,1633.0,5601.0,,7276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,22,10,22,49,48,17,12,18,11,26,16,10,20,11,25,6,23,15,12,57,59,9,63,13,31,42,46,19,24,39,19,38,19,46,45,29,47,28,24,0,37,24,38,13,29,34,21,15,41,5,2
influxdb,https://github.com/influxdata/influxdb,30508301,f,t,f,10102,19797,3142.0,590667.0,3850,2013-09-26 14:31:10,2014-08-04 17:00:43,2019-05-31 20:45:40,249,275,influxdb.com,630,618,4,12,,,,,influxdata,,,MIT,"['influxdb', 'monitoring', 'database', 'time-series', 'metrics', 'go', 'react']",3732888.0,4331.0,,,804.0,38372.0,,216574.0,,,,42767.0,11555.0,,,,,,,,,,,,,13911008.0,,,,,,1853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,67,62,52,64,49,57,50,36,48,58,76,105,70,61,44,34,48,61,53,41,32,56,30,19,9,27,23,10,15,17,48,31,47,32,19,11,8,17,11,0,9,10,9,11,16,12,6,5,9,8,8
Eureka,https://github.com/xmartlabs/Eureka,26260360,f,t,t,10051,1021,232.0,22780.0,436,2015-09-28 22:20:53,2015-09-28 20:20:53,2019-05-30 13:09:55,106,152,xmartlabs.com,616,685,4,58,,,,,xmartlabs,,,MIT,"['ios', 'forms', 'ios-ui', 'swift', 'ios-forms', 'swift-library', 'carthage', 'cocoapods', 'uitableview', 'validations', 'hacktoberfest']",,,,,,,,,,,,,,,602.0,,1550.0,,,,,,,,,,,,,,,,,,,618578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,5,2,1,2,2,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0
bazel,https://github.com/bazelbuild/bazel,23599187,t,f,f,9786,21461,11493.0,2975576.0,2103,2014-06-12 16:00:38,2015-02-25 15:45:20,2019-05-31 21:46:33,200,519,google.com,16244,16287,42,429,1652044.0,f,t,f,bazelbuild,Alphabet Inc.,,Apache-2.0,"['bazel', 'build', 'test', 'fast', 'correct', 'scalable', 'multi-language', 'build-system']",,,,,23989.0,2407412.0,2997.0,,15431.0,,1588515.0,3338216.0,248.0,,188.0,1043.0,10818.0,,,,,,,26190.0,,,,39792436.0,,,,1197.0,,,,,,,,,,,,,,,,27097.0,,,,,,,37888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,106,105,107,113,104,91,156,91,110,73,62,53,53,51,58,80,56,76,72,52,51,78,69,79,86,86,74,62,76,106,76,62,89,81,56,76,94,58,21,8,44,93,74,74,72,53,51,80,78,60,39
falcor,https://github.com/Netflix/falcor,24139115,f,t,t,9786,1240,377.0,138671.0,273,2015-02-13 00:17:50,2015-07-22 13:52:36,2019-05-06 23:50:29,69,72,netflix.com,213,214,4,5,1065280.0,f,t,f,Netflix,NETFLIX INC,,Apache-2.0,[],,2981616.0,,,,1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Matisse,https://github.com/zhihu/Matisse,62626319,f,t,f,9743,229,169.0,9129.0,135,2017-04-13 01:31:05,2017-04-18 06:45:03,2019-04-10 13:34:47,29,42,zhihu.com,2,2,1,1,,,,,zhihu,,,Apache-2.0,"['android', 'android-library', 'android-image-picker', 'android-image-selector', 'video-selector']",,,,,,,,,,,,,,,,,,,,,,,,,,,,207303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vlayout,https://github.com/alibaba/vlayout,58267931,t,f,f,9725,384,100.0,22205.0,19,2017-02-27 08:11:47,2015-10-24 13:55:27,2019-05-22 03:38:42,20,23,alibaba-inc.com,32,32,4,4,,,,,alibaba,,,MIT,"['android', 'recyclerview-multi-type', 'layoutmanager', 'layout-manager', 'layout', 'tangram']",,,,,,,,,,,,,,,,,,,,,,,,,,,,669506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradle,https://github.com/gradle/gradle,2281,t,f,f,9720,95090,19752.0,1779297.0,4942,2009-09-09 18:27:19,2008-03-10 05:50:30,2019-05-31 19:39:43,442,539,gradle.com,47004,47698,21,137,,,,,gradle,,,Apache-2.0,"['gradle', 'build-tool']",,207508.0,182117.0,,62742.0,8715.0,,,,27705883.0,1782641.0,57.0,,37849.0,16.0,441.0,840.0,,,,,,,121825.0,,,,26570157.0,,,,,,,,2040.0,,,,,,,,,,,3622054.0,,,,,,,277.0,,,,,,,9375.0,,,,,,,,42845.0,,,,,,,,,,,,,,191.0,,,,,,,,,,424.0,54.0,,,,,144,245,273,147,197,238,222,202,219,159,135,159,285,185,315,164,139,109,156,153,181,178,196,279,217,194,221,310,185,155,214,254,123,251,241,175,152,226,174,36,2,150,150,220,122,147,132,195,164,118,134,38
math-as-code,https://github.com/Jam3/math-as-code,21887440,f,t,t,9661,133,8.0,3561.0,30,2015-06-29 21:59:08,2015-06-29 19:59:27,2019-05-30 08:26:49,13,16,jam3.com,0,0,0,0,,,,,Jam3,,,MIT,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theano,https://github.com/Theano/Theano,1799,t,f,f,9637,31342,833.0,332744.0,4025,2011-08-10 03:48:06,2008-01-06 20:49:28,2019-05-03 14:46:16,484,528,iro.umontreal.ca,5568,5648,11,32,,,,,Theano,,,NOASSERTION,[],,,1750.0,,3085.0,32506.0,4248.0,,,,,8262598.0,,,,,,,,,,,,439051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ngx-admin,https://github.com/akveo/ngx-admin,75224921,t,t,f,9602,632,488.0,43859.0,226,2016-05-25 10:09:03,2016-10-27 14:50:23,2019-05-29 11:59:34,24,45,akveo.com,134,138,4,7,,,,,akveo,,,MIT,"['webpack', 'bootstrap4', 'admin', 'admin-dashboard', 'dashboard', 'framework', 'typescript', 'responsive', 'sass', 'ng2', 'admin-ui', 'angular2', 'ng2-admin', 'ngx-admin', 'theme', 'admin-template', 'material-theme', 'angular9', 'angular-dashboard-template', 'angular10']",397503.0,2062.0,,,131425.0,,,60818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,0,0,0,6,3,1,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
TypeScript-React-Starter,https://github.com/Microsoft/TypeScript-React-Starter,64447990,f,t,t,9505,43,24.0,7248.0,113,2017-05-09 19:54:45,2017-05-09 20:50:41,2019-02-09 21:10:22,9,22,microsoft.com,5,23,1,1,789019.0,t,t,f,Microsoft,MICROSOFT CORPORATION,,MIT,[],5159.0,,642.0,,1137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cat,https://github.com/dianping/cat,1711636,t,t,t,9489,7022,3709.0,830836.0,894,2012-12-05 02:31:48,2011-12-23 06:20:42,2019-05-31 04:10:48,85,104,dianping.com,2554,2562,13,14,,,,,dianping,,,Apache-2.0,"['apm', 'java', 'distributed', 'realtime', 'monitoring', 'tracing', 'metrics']",,,,,,1705.0,,,,,43084.0,45967.0,3092.0,,,,,,,460124.0,,,,966156.0,,17985.0,,20262092.0,,,291403.0,1909.0,,,,,,,,34620.0,,,,,,,,,,,,,,,,,,,,,8692.0,,,,,,,,,,,,,,,,,,,,,82593.0,,,,,,,,,,,,,11752.0,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
lib-flexible,https://github.com/amfe/lib-flexible,20857922,t,f,f,9465,53,6.0,162.0,10,2014-09-10 07:59:51,2014-04-23 07:26:41,2018-01-25 02:16:39,10,9,taobao.com,38,38,3,3,,,,,amfe,,,,[],,1139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browser-laptop,https://github.com/brave/browser-laptop,31152806,f,t,t,9380,21797,1652.0,212908.0,3521,2015-11-25 22:55:10,2016-01-17 17:04:00,2019-04-11 05:09:21,182,234,brave.com,1080,1280,4,8,,,,,brave,,,NOASSERTION,"['brave', 'browser', 'muon', 'electron', 'javascript', 'linux', 'windows', 'macos', 'bat']",,4701333.0,109238.0,,21340.0,9718.0,,,5172.0,,,19705.0,,,3369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76854.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cadvisor,https://github.com/google/cadvisor,10170583,t,f,f,9362,3400,2129.0,803196.0,1281,2014-06-09 16:36:33,2014-06-09 16:47:55,2019-05-24 20:12:27,224,238,google.com,1230,1533,21,46,1652044.0,f,t,f,google,Alphabet Inc.,,NOASSERTION,[],,34605.0,,,9554.0,22599.0,,,,,,5348.0,2852.0,,,,,,,,,,,,,1237240.0,,,,,,2449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,21,18,17,7,6,4,11,5,12,9,4,11,4,2,2,1,8,2,1,2,0,2,2,2,2,6,2,2,0,4,3,12,1,0,3,5,1,1,6,7,0,1,1,3,3,1,4,7,2,0
libphonenumber,https://github.com/googlei18n/libphonenumber,13601600,t,f,f,9300,2243,,,873,2014-12-03 18:02:17,2013-09-19 10:07:02,2019-05-16 07:26:32,87,116,google.com,640,1037,10,33,1652044.0,f,t,f,googlei18n,Alphabet Inc.,,NOASSERTION,[],,1149016.0,2572.0,,7719.0,2984.0,,,,,3818028.0,,,,,,,,,,,,,15254.0,,,,1885683.0,,,,,,,,,,,,26666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,4,0,3,1,3,1,4,1,8,0,1,6,1,5,0,0,3,0,0,3,0,0,3,1,3,1,2,4,1,2,1,0,3,0,3,0,1,2,3,1,3,0,3,0,5,5,0,2
postal,https://github.com/atech/postal,62941459,f,t,f,9238,205,,,52,2017-04-19 12:04:57,2017-04-21 19:55:05,2019-04-08 14:05:55,6,19,atechmedia.com,36,22,1,12,,,,,atech,,,MIT,"['ruby', 'mail', 'smtp', 'postal', 'mail-server']",,101.0,,,9050.0,10392.0,,60974.0,,,,,,,410477.0,,,,,,,,,,,,,,8123.0,,,1443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152364.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
